date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:50:19	187973/187973	---MC-	200	added ('OK')	image/png	etag:%22bee3df7e36f9ce7c346efc473b59395b%22	https://framerusercontent.com/images/37wJKFJR1TW61jxtMlzTdqgFLyI.png?width=1024&height=1024	C:/caniyon/caniyon/framerusercontent.com/images/37wJKFJR1TW61jxtMlzTdqgFLyI90ee.png	(from https://bold-industry-368054.framer.app/)
00:50:19	50795/50795	---MC-	200	added ('OK')	image/png	etag:%22e9b58f4eb6a865011c99c9f1a4cd0cdc%22	https://framerusercontent.com/images/JdtJuu3IfQsw6nQn3ibMDG0MMsg.png	C:/caniyon/caniyon/framerusercontent.com/images/JdtJuu3IfQsw6nQn3ibMDG0MMsg.png	(from https://bold-industry-368054.framer.app/)
00:50:19	53450/53450	---MC-	200	added ('OK')	image/png	etag:%221236875fa9b0fa5f2736eb45d2571c44%22	https://framerusercontent.com/images/AQ1ezAyKGnB9caNB9yklh3mq2g.png	C:/caniyon/caniyon/framerusercontent.com/images/AQ1ezAyKGnB9caNB9yklh3mq2g.png	(from https://bold-industry-368054.framer.app/)
00:50:20	49478/49478	---MC-	200	added ('OK')	image/png	etag:%2299a6e1e66fc28df6cd069530ba91d783%22	https://framerusercontent.com/images/w8ygMlyldqphK8nafPR6c9xu88.png	C:/caniyon/caniyon/framerusercontent.com/images/w8ygMlyldqphK8nafPR6c9xu88.png	(from https://bold-industry-368054.framer.app/)
00:50:20	116238/116238	---MC-	200	added ('OK')	image/png	etag:%22f9549327250b1e299bccc6ef8d1a6f1c%22	https://framerusercontent.com/images/AYhusGaebFr5fArzP3Cok23tAjw.png?width=1024&height=1024	C:/caniyon/caniyon/framerusercontent.com/images/AYhusGaebFr5fArzP3Cok23tAjw90ee.png	(from https://bold-industry-368054.framer.app/)
00:50:22	528188/528188	---M-Z	200	added ('OK')	text/html	etag:%22e39ba52d3e5da99f408bf01fecc01cbd%22	https://bold-industry-368054.framer.app/services	C:/caniyon/caniyon/bold-industry-368054.framer.app/services.html	(from https://bold-industry-368054.framer.app/)
00:50:23	473069/473069	---M-Z	200	added ('OK')	text/html	etag:%225701fe786fb44d47255b3ea44f124d19%22	https://bold-industry-368054.framer.app/projects	C:/caniyon/caniyon/bold-industry-368054.framer.app/projects.html	(from https://bold-industry-368054.framer.app/)
00:50:25	510030/510030	---M-Z	200	added ('OK')	text/html	etag:%222ca9f4813b41620cc3491b04ac04a222%22	https://bold-industry-368054.framer.app/pricing	C:/caniyon/caniyon/bold-industry-368054.framer.app/pricing.html	(from https://bold-industry-368054.framer.app/)
00:50:26	281707/281707	---M-Z	200	added ('OK')	text/html	etag:%22006a15d33edc8f9b23d37ec548ebca3f%22	https://bold-industry-368054.framer.app/privacy-policy	C:/caniyon/caniyon/bold-industry-368054.framer.app/privacy-policy.html	(from https://bold-industry-368054.framer.app/)
00:50:26	80090/80090	---MC-	200	added ('OK')	image/png	etag:%22ee89475a59c235a6f2249eb48b283e81%22	https://framerusercontent.com/images/zaPmdMjeXoYyAcKV3NxwxOYGmvA.png	C:/caniyon/caniyon/framerusercontent.com/images/zaPmdMjeXoYyAcKV3NxwxOYGmvA.png	(from https://bold-industry-368054.framer.app/contact)
00:50:27	45426/45426	---MC-	200	added ('OK')	image/png	etag:%226c527901a6c6323e9e6b8d7cc7413bc8%22	https://framerusercontent.com/images/1pQGyUJNnO3GJFYhghtqv594ZIk.png?width=1064&height=1193	C:/caniyon/caniyon/framerusercontent.com/images/1pQGyUJNnO3GJFYhghtqv594ZIk6115.png	(from https://bold-industry-368054.framer.app/contact)
00:50:27	82831/82831	---MC-	200	added ('OK')	image/png	etag:%2254c2f05b0fcf811a305aaf5f26b8a881%22	https://framerusercontent.com/images/CQQ8vgjHt07lRJzBFzQxneMLrA.png	C:/caniyon/caniyon/framerusercontent.com/images/CQQ8vgjHt07lRJzBFzQxneMLrA.png	(from https://bold-industry-368054.framer.app/projects/mathew-combany-branding)
00:50:27	883822/883822	---MC-	200	added ('OK')	image/png	etag:%22fcf331902afe184c104ef4602bb15348%22	https://framerusercontent.com/images/pQ8bwgYsPmt4QLjGgK8FzOUQQ.png	C:/caniyon/caniyon/framerusercontent.com/images/pQ8bwgYsPmt4QLjGgK8FzOUQQ.png	(from https://bold-industry-368054.framer.app/projects/mathew-combany-branding)
00:50:28	379018/379018	---MC-	200	added ('OK')	image/png	etag:%223d555c9d2e440f30f5f570ee0ec8c2a2%22	https://framerusercontent.com/images/ap8ZaGYdZcDzr6nu845IMFaV50.png	C:/caniyon/caniyon/framerusercontent.com/images/ap8ZaGYdZcDzr6nu845IMFaV50.png	(from https://bold-industry-368054.framer.app/projects/mathew-combany-branding)
00:50:28	33648/33648	---MC-	200	added ('OK')	image/png	etag:%22fa5a460fa6acc272914001dc7c6a49b7%22	https://framerusercontent.com/images/B2ezwFQm75uxN1nFJwykVl3ep8.png	C:/caniyon/caniyon/framerusercontent.com/images/B2ezwFQm75uxN1nFJwykVl3ep8.png	(from https://bold-industry-368054.framer.app/projects/hinobe-agency-branding)
00:50:29	539192/539192	---MC-	200	added ('OK')	image/png	etag:%222a3c2a4749329aa8ce419b8f3c3eea4b%22	https://framerusercontent.com/images/tvzhAfGizQl6A22uxW90feTIDY.png	C:/caniyon/caniyon/framerusercontent.com/images/tvzhAfGizQl6A22uxW90feTIDY.png	(from https://bold-industry-368054.framer.app/projects/hinobe-agency-branding)
00:50:29	770957/770957	---MC-	200	added ('OK')	image/png	etag:%22ddea31bfc14d6fe864a1e85c77770661%22	https://framerusercontent.com/images/smh84Oqop936ajH15SPJsLepjo.png	C:/caniyon/caniyon/framerusercontent.com/images/smh84Oqop936ajH15SPJsLepjo.png	(from https://bold-industry-368054.framer.app/projects/krea-klock-branding)
00:50:30	717719/717719	---MC-	200	added ('OK')	image/png	etag:%222c514a704aff2966e257b0a136f9328d%22	https://framerusercontent.com/images/fwWNtfH6rfZNptL2ypxiY2LS1I.png	C:/caniyon/caniyon/framerusercontent.com/images/fwWNtfH6rfZNptL2ypxiY2LS1I.png	(from https://bold-industry-368054.framer.app/projects/krea-klock-branding)
00:50:30	306543/306543	---MC-	200	added ('OK')	image/png	etag:%22526ff0a5fdfaf047c947213ad11dfda2%22	https://framerusercontent.com/images/oVSyxQtlpwFGEgpiJgq7WQ5Xgxo.png	C:/caniyon/caniyon/framerusercontent.com/images/oVSyxQtlpwFGEgpiJgq7WQ5Xgxo.png	(from https://bold-industry-368054.framer.app/services)
00:50:31	272659/272659	---M-Z	200	added ('OK')	text/html	etag:%22b2ff9efc0b3e9da5ced3012f08299706%22	https://bold-industry-368054.framer.app/projects/alex-portz-website	C:/caniyon/caniyon/bold-industry-368054.framer.app/projects/alex-portz-website.html	(from https://bold-industry-368054.framer.app/projects)
00:50:32	290576/290576	---MC-	200	added ('OK')	image/png	etag:%22c92798e292fed9a20c2ef6ddf408ab5d%22	https://framerusercontent.com/images/35Jfvf9qQn3ApclryjMz6Q7h74.png	C:/caniyon/caniyon/framerusercontent.com/images/35Jfvf9qQn3ApclryjMz6Q7h74.png	(from https://bold-industry-368054.framer.app/projects)
00:50:32	205056/205056	---MC-	200	added ('OK')	image/png	etag:%22c4f17f74640d0ac276f6679cda2c098e%22	https://framerusercontent.com/images/r8e2d7Vp20gJDeF6GiIFzjKy4.png	C:/caniyon/caniyon/framerusercontent.com/images/r8e2d7Vp20gJDeF6GiIFzjKy4.png	(from https://bold-industry-368054.framer.app/projects/alex-portz-website)
00:50:33	267935/267935	---MC-	200	added ('OK')	image/png	etag:%22ebedfa2f1b64c660f561ad8574a2ab35%22	https://framerusercontent.com/images/k8tHTIhgh17bNVakFwvQSMWsk4.png	C:/caniyon/caniyon/framerusercontent.com/images/k8tHTIhgh17bNVakFwvQSMWsk4.png	(from https://bold-industry-368054.framer.app/projects/alex-portz-website)
